[ 0.00234189  0.99765811]
[ 0.4943157  0.5056843]
[ 0.49432237  0.50567763]
[ 0.49432665  0.50567335]
[ 0.49432842  0.50567158]
[ 0.49433588  0.50566412]
[ 0.49434011  0.50565989]
[ 0.49434161  0.50565839]
[ 0.49434195  0.50565805]
[ 0.49434911  0.50565089]
[ 0.49434958  0.50565042]
[ 0.49434977  0.50565023]
[ 0.49435186  0.50564814]
[ 0.49435901  0.50564099]
[ 0.49435989  0.50564011]
[ 0.49436936  0.50563064]
[ 0.49438223  0.50561777]
[ 0.49438681  0.50561319]
[ 0.49439082  0.50560918]
[ 0.49439109  0.50560891]
[ 0.49439686  0.50560314]
[ 0.49440416  0.50559584]
[ 0.49440434  0.50559566]
[ 0.49440483  0.50559517]
[ 0.49440733  0.50559267]
[ 0.49440996  0.50559004]
[ 0.49443492  0.50556508]
[ 0.49443663  0.50556337]
[ 0.49444043  0.50555957]
[ 0.49444527  0.50555473]
[ 0.49444531  0.50555469]
[ 0.4944464  0.5055536]
[ 0.49445705  0.50554295]
[ 0.49445727  0.50554273]
[ 0.49445748  0.50554252]
[ 0.49446451  0.50553549]
[ 0.49446769  0.50553231]
[ 0.49446864  0.50553136]
[ 0.49447184  0.50552816]
[ 0.49447375  0.50552625]
[ 0.49447395  0.50552605]
[ 0.49448692  0.50551308]
[ 0.49449213  0.50550787]
[ 0.49449339  0.50550661]
[ 0.49449674  0.50550326]
[ 0.4944992  0.5055008]
[ 0.49449949  0.50550051]
[ 0.49450215  0.50549785]
[ 0.49450267  0.50549733]
[ 0.49450441  0.50549559]
[ 0.49450489  0.50549511]
[ 0.49450516  0.50549484]
[ 0.49451445  0.50548555]
[ 0.49451737  0.50548263]
[ 0.49451757  0.50548243]
[ 0.49452184  0.50547816]
[ 0.49452468  0.50547532]
[ 0.49452932  0.50547068]
[ 0.49453151  0.50546849]
[ 0.49453714  0.50546286]
[ 0.49453783  0.50546217]
[ 0.49453883  0.50546117]
[ 0.49453926  0.50546074]
[ 0.4945407  0.5054593]
[ 0.4945483  0.5054517]
[ 0.49455031  0.50544969]
[ 0.49456378  0.50543622]
[ 0.49456428  0.50543572]
[ 0.49457084  0.50542916]
[ 0.49457767  0.50542233]
[ 0.49458309  0.50541691]
[ 0.49458791  0.50541209]
[ 0.49459006  0.50540994]
[ 0.49459129  0.50540871]
[ 0.4945957  0.5054043]
[ 0.49459826  0.50540174]
[ 0.49460028  0.50539972]
[ 0.49460074  0.50539926]
[ 0.49460214  0.50539786]
[ 0.49460235  0.50539765]
[ 0.49460762  0.50539238]
[ 0.49460828  0.50539172]
[ 0.49461125  0.50538875]
[ 0.49461158  0.50538842]
[ 0.49461294  0.50538706]
[ 0.49461308  0.50538692]
[ 0.49462173  0.50537827]
[ 0.49462867  0.50537133]
[ 0.4946312  0.5053688]
[ 0.49463436  0.50536564]
[ 0.49463996  0.50536004]
[ 0.49464239  0.50535761]
[ 0.49465355  0.50534645]
[ 0.49465554  0.50534446]
[ 0.4946568  0.5053432]
[ 0.49465832  0.50534168]
[ 0.49466718  0.50533282]
[ 0.49466898  0.50533102]
[ 0.49467418  0.50532582]
[ 0.49467872  0.50532128]
[ 0.49468183  0.50531817]
[ 0.49468396  0.50531604]
[ 0.49468427  0.50531573]
[ 0.4946883  0.5053117]
[ 0.49469095  0.50530905]
[ 0.49469111  0.50530889]
[ 0.49469151  0.50530849]
[ 0.49469201  0.50530799]
[ 0.49469512  0.50530488]
[ 0.49469828  0.50530172]
[ 0.49469991  0.50530009]
[ 0.4947012  0.5052988]
[ 0.49470219  0.50529781]
[ 0.49470461  0.50529539]
[ 0.49470937  0.50529063]
[ 0.49471189  0.50528811]
[ 0.49471849  0.50528151]
[ 0.49472188  0.50527812]
[ 0.49472405  0.50527595]
[ 0.49472475  0.50527525]
[ 0.49472511  0.50527489]
[ 0.49472617  0.50527383]
[ 0.49473095  0.50526905]
[ 0.49474357  0.50525643]
[ 0.49474864  0.50525136]
[ 0.49474973  0.50525027]
[ 0.49475214  0.50524786]
[ 0.49475257  0.50524743]
[ 0.49475505  0.50524495]
[ 0.49476181  0.50523819]
[ 0.49476229  0.50523771]
[ 0.49476449  0.50523551]
[ 0.49476794  0.50523206]
[ 0.49476919  0.50523081]
[ 0.49477127  0.50522873]
[ 0.49478329  0.50521671]
[ 0.49478696  0.50521304]
[ 0.49478752  0.50521248]
[ 0.4947907  0.5052093]
[ 0.49479092  0.50520908]
[ 0.49479095  0.50520905]
[ 0.494795  0.505205]
[ 0.49479512  0.50520488]
[ 0.49480993  0.50519007]
[ 0.49481386  0.50518614]
[ 0.49481636  0.50518364]
[ 0.49483128  0.50516872]
[ 0.49483671  0.50516329]
[ 0.49484068  0.50515932]
[ 0.4948418  0.5051582]
[ 0.49484189  0.50515811]
[ 0.49484557  0.50515443]
[ 0.49485372  0.50514628]
[ 0.49486426  0.50513574]
[ 0.49486527  0.50513473]
[ 0.49486552  0.50513448]
[ 0.49487141  0.50512859]
[ 0.49487802  0.50512198]
[ 0.49488266  0.50511734]
[ 0.4948847  0.5051153]
[ 0.49488558  0.50511442]
[ 0.49489007  0.50510993]
[ 0.49489323  0.50510677]
[ 0.4948944  0.5051056]
[ 0.49491227  0.50508773]
[ 0.49491452  0.50508548]
[ 0.49491476  0.50508524]
[ 0.49492475  0.50507525]
[ 0.49492752  0.50507248]
[ 0.49493408  0.50506592]
[ 0.49493525  0.50506475]
[ 0.49494189  0.50505811]
[ 0.49495707  0.50504293]
[ 0.49495736  0.50504264]
[ 0.49496085  0.50503915]
[ 0.49496203  0.50503797]
[ 0.49497018  0.50502982]
[ 0.49497307  0.50502693]
[ 0.49497611  0.50502389]
[ 0.49497803  0.50502197]
[ 0.49497999  0.50502001]
[ 0.49498079  0.50501921]
[ 0.49499651  0.50500349]
[ 0.49499814  0.50500186]
[ 0.49499858  0.50500142]
[ 0.49500146  0.50499854]
[ 0.49500889  0.50499111]
[ 0.495019  0.504981]
[ 0.49502281  0.50497719]
[ 0.49502665  0.50497335]
[ 0.49502709  0.50497291]
[ 0.49503167  0.50496833]
[ 0.49504642  0.50495358]
[ 0.4950484  0.5049516]
[ 0.49505441  0.50494559]
[ 0.49505498  0.50494502]
[ 0.49505895  0.50494105]
[ 0.49506926  0.50493074]
[ 0.49507191  0.50492809]
[ 0.49508411  0.50491589]
[ 0.49509389  0.50490611]
[ 0.49509392  0.50490608]
[ 0.49509805  0.50490195]
[ 0.49509829  0.50490171]
[ 0.49509932  0.50490068]
[ 0.4951021  0.5048979]
[ 0.49511407  0.50488593]
[ 0.49511956  0.50488044]
[ 0.49512003  0.50487997]
[ 0.49512622  0.50487378]
[ 0.49513062  0.50486938]
[ 0.49514037  0.50485963]
[ 0.49514392  0.50485608]
[ 0.49514446  0.50485554]
[ 0.49514629  0.50485371]
[ 0.49514634  0.50485366]
[ 0.49514675  0.50485325]
[ 0.49515395  0.50484605]
[ 0.49516021  0.50483979]
[ 0.49516032  0.50483968]
[ 0.49516213  0.50483787]
[ 0.49516751  0.50483249]
[ 0.49518039  0.50481961]
[ 0.49518652  0.50481348]
[ 0.49518933  0.50481067]
[ 0.49519998  0.50480002]
[ 0.4952001  0.5047999]
[ 0.49520499  0.50479501]
[ 0.495216  0.504784]
[ 0.49521964  0.50478036]
[ 0.49522227  0.50477773]
[ 0.49522571  0.50477429]
[ 0.49523131  0.50476869]
[ 0.49523232  0.50476768]
[ 0.49523342  0.50476658]
[ 0.49523707  0.50476293]
[ 0.49524167  0.50475833]
[ 0.49524387  0.50475613]
[ 0.49524611  0.50475389]
[ 0.49525028  0.50474972]
[ 0.49525126  0.50474874]
[ 0.49525825  0.50474175]
[ 0.49525961  0.50474039]
[ 0.49525997  0.50474003]
[ 0.49526236  0.50473764]
[ 0.49526419  0.50473581]
[ 0.49526552  0.50473448]
[ 0.49526844  0.50473156]
[ 0.49527757  0.50472243]
[ 0.49528289  0.50471711]
[ 0.49528806  0.50471194]
[ 0.49529088  0.50470912]
[ 0.49529938  0.50470062]
[ 0.49530619  0.50469381]
[ 0.4953091  0.5046909]
[ 0.49531049  0.50468951]
[ 0.4953111  0.5046889]
[ 0.49531114  0.50468886]
[ 0.49531202  0.50468798]
[ 0.49531414  0.50468586]
[ 0.49531431  0.50468569]
[ 0.49531472  0.50468528]
[ 0.49531872  0.50468128]
[ 0.49531954  0.50468046]
[ 0.49532639  0.50467361]
[ 0.49532996  0.50467004]
[ 0.49533007  0.50466993]
[ 0.49533222  0.50466778]
[ 0.49533386  0.50466614]
[ 0.495345  0.504655]
[ 0.49535065  0.50464935]
[ 0.49535142  0.50464858]
[ 0.4953529  0.5046471]
[ 0.49535502  0.50464498]
[ 0.49536091  0.50463909]
[ 0.49536187  0.50463813]
[ 0.49536214  0.50463786]
[ 0.4953647  0.5046353]
[ 0.49536542  0.50463458]
[ 0.49536784  0.50463216]
[ 0.49536881  0.50463119]
[ 0.49537337  0.50462663]
[ 0.49538249  0.50461751]
[ 0.49538333  0.50461667]
[ 0.49538349  0.50461651]
[ 0.49538445  0.50461555]
[ 0.49538684  0.50461316]
[ 0.49539462  0.50460538]
[ 0.49541088  0.50458912]
[ 0.4954162  0.5045838]
[ 0.49541778  0.50458222]
[ 0.49541811  0.50458189]
[ 0.49542012  0.50457988]
[ 0.49543942  0.50456058]
[ 0.49544415  0.50455585]
[ 0.49545623  0.50454377]
[ 0.49546385  0.50453615]
[ 0.49546395  0.50453605]
[ 0.49546675  0.50453325]
[ 0.4954676  0.5045324]
[ 0.49547192  0.50452808]
[ 0.49547973  0.50452027]
[ 0.4954798  0.5045202]
[ 0.49548417  0.50451583]
[ 0.49548872  0.50451128]
[ 0.49549851  0.50450149]
[ 0.49549891  0.50450109]
[ 0.49550424  0.50449576]
[ 0.49550491  0.50449509]
[ 0.4955145  0.5044855]
[ 0.49551875  0.50448125]
[ 0.49551929  0.50448071]
[ 0.49552082  0.50447918]
[ 0.49552263  0.50447737]
[ 0.4955311  0.5044689]
[ 0.49553176  0.50446824]
[ 0.49553503  0.50446497]
[ 0.49554233  0.50445767]
[ 0.49554413  0.50445587]
[ 0.49554728  0.50445272]
[ 0.49555638  0.50444362]
[ 0.49555717  0.50444283]
[ 0.49557069  0.50442931]
[ 0.49557735  0.50442265]
[ 0.49557957  0.50442043]
[ 0.49560261  0.50439739]
[ 0.49561166  0.50438834]
[ 0.4956146  0.5043854]
[ 0.49561541  0.50438459]
[ 0.4956159  0.5043841]
[ 0.49562249  0.50437751]
[ 0.49562581  0.50437419]
[ 0.49562832  0.50437168]
[ 0.49563645  0.50436355]
[ 0.49563917  0.50436083]
[ 0.49563964  0.50436036]
[ 0.49564004  0.50435996]
[ 0.49564414  0.50435586]
[ 0.4956484  0.5043516]
[ 0.49566062  0.50433938]
[ 0.49566508  0.50433492]
[ 0.49567867  0.50432133]
[ 0.4956908  0.5043092]
[ 0.49569367  0.50430633]
[ 0.49569603  0.50430397]
[ 0.4956991  0.5043009]
[ 0.49570438  0.50429562]
[ 0.49570461  0.50429539]
[ 0.49570638  0.50429362]
[ 0.49570863  0.50429137]
[ 0.49571  0.50429]
[ 0.49571528  0.50428472]
[ 0.4957171  0.5042829]
[ 0.49571765  0.50428235]
[ 0.49571992  0.50428008]
[ 0.49572246  0.50427754]
[ 0.49572733  0.50427267]
[ 0.49572852  0.50427148]
[ 0.49573598  0.50426402]
[ 0.49574785  0.50425215]
[ 0.49575015  0.50424985]
[ 0.49575043  0.50424957]
[ 0.49576228  0.50423772]
[ 0.4957634  0.5042366]
[ 0.4957691  0.5042309]
[ 0.49577264  0.50422736]
[ 0.49577268  0.50422732]
[ 0.49577273  0.50422727]
[ 0.49577632  0.50422368]
[ 0.49578499  0.50421501]
[ 0.49578822  0.50421178]
[ 0.49579581  0.50420419]
[ 0.49579713  0.50420287]
[ 0.4958026  0.5041974]
[ 0.49580391  0.50419609]
[ 0.49580902  0.50419098]
[ 0.49581407  0.50418593]
[ 0.49582079  0.50417921]
[ 0.4958225  0.5041775]
[ 0.49582786  0.50417214]
[ 0.49583434  0.50416566]
[ 0.49585071  0.50414929]
[ 0.49585345  0.50414655]
[ 0.49587424  0.50412576]
[ 0.49587493  0.50412507]
[ 0.49587795  0.50412205]
[ 0.49588042  0.50411958]
[ 0.49588526  0.50411474]
[ 0.4958859  0.5041141]
[ 0.49588861  0.50411139]
[ 0.49589002  0.50410998]
[ 0.49589436  0.50410564]
[ 0.49590377  0.50409623]
[ 0.49592038  0.50407962]
[ 0.49592071  0.50407929]
[ 0.49592123  0.50407877]
[ 0.49592472  0.50407528]
[ 0.49592743  0.50407257]
[ 0.49593256  0.50406744]
[ 0.49593373  0.50406627]
[ 0.49593641  0.50406359]
[ 0.49594206  0.50405794]
[ 0.49594678  0.50405322]
[ 0.49594723  0.50405277]
[ 0.49594739  0.50405261]
[ 0.49594858  0.50405142]
[ 0.49594964  0.50405036]
[ 0.49595024  0.50404976]
[ 0.49595221  0.50404779]
[ 0.49595227  0.50404773]
[ 0.49595651  0.50404349]
[ 0.4959623  0.5040377]
[ 0.49596501  0.50403499]
[ 0.49596886  0.50403114]
[ 0.49597252  0.50402748]
[ 0.49597576  0.50402424]
[ 0.49597654  0.50402346]
[ 0.49598171  0.50401829]
[ 0.49598687  0.50401313]
[ 0.49598852  0.50401148]
[ 0.49598972  0.50401028]
[ 0.49599219  0.50400781]
[ 0.49600269  0.50399731]
[ 0.49600707  0.50399293]
[ 0.49600877  0.50399123]
[ 0.4960101  0.5039899]
[ 0.49601021  0.50398979]
[ 0.49602384  0.50397616]
[ 0.49602404  0.50397596]
[ 0.49602405  0.50397595]
[ 0.49602665  0.50397335]
[ 0.49603098  0.50396902]
[ 0.49603456  0.50396544]
[ 0.49604338  0.50395662]
[ 0.49604355  0.50395645]
[ 0.49604447  0.50395553]
[ 0.4960616  0.5039384]
[ 0.49606189  0.50393811]
[ 0.49606559  0.50393441]
[ 0.49606759  0.50393241]
[ 0.49606886  0.50393114]
[ 0.49607311  0.50392689]
[ 0.49608027  0.50391973]
[ 0.49608404  0.50391596]
[ 0.49608608  0.50391392]
[ 0.49608781  0.50391219]
[ 0.49609275  0.50390725]
[ 0.49609803  0.50390197]
[ 0.49609821  0.50390179]
[ 0.49610085  0.50389915]
[ 0.49610097  0.50389903]
[ 0.49610232  0.50389768]
[ 0.49610277  0.50389723]
[ 0.49610462  0.50389538]
[ 0.49611477  0.50388523]
[ 0.49611485  0.50388515]
[ 0.49611788  0.50388212]
[ 0.49612561  0.50387439]
[ 0.4961285  0.5038715]
[ 0.49612942  0.50387058]
[ 0.49613225  0.50386775]
[ 0.49613319  0.50386681]
[ 0.49613989  0.50386011]
[ 0.49614323  0.50385677]
[ 0.49614434  0.50385566]
[ 0.49615463  0.50384537]
[ 0.49615544  0.50384456]
[ 0.496159  0.503841]
[ 0.49616216  0.50383784]
[ 0.49616356  0.50383644]
[ 0.49616961  0.50383039]
[ 0.49617094  0.50382906]
[ 0.49619392  0.50380608]
[ 0.49619682  0.50380318]
[ 0.49619797  0.50380203]
[ 0.49619956  0.50380044]
[ 0.4962008  0.5037992]
[ 0.49620269  0.50379731]
[ 0.49621059  0.50378941]
[ 0.49621327  0.50378673]
[ 0.49621634  0.50378366]
[ 0.49621864  0.50378136]
[ 0.49622326  0.50377674]
[ 0.49622476  0.50377524]
[ 0.49622649  0.50377351]
[ 0.49623757  0.50376243]
[ 0.49624554  0.50375446]
[ 0.49625681  0.50374319]
[ 0.49626014  0.50373986]
[ 0.49626531  0.50373469]
[ 0.49627109  0.50372891]
[ 0.49627718  0.50372282]
[ 0.49627988  0.50372012]
[ 0.49628119  0.50371881]
[ 0.49628559  0.50371441]
[ 0.49629131  0.50370869]
[ 0.49629346  0.50370654]
[ 0.49629991  0.50370009]
[ 0.49630297  0.50369703]
[ 0.49630382  0.50369618]
[ 0.49630445  0.50369555]
[ 0.49630916  0.50369084]
[ 0.49631318  0.50368682]
[ 0.49632356  0.50367644]
[ 0.49632469  0.50367531]
[ 0.49633032  0.50366968]
[ 0.49633041  0.50366959]
[ 0.49633062  0.50366938]
[ 0.4963347  0.5036653]
[ 0.49633483  0.50366517]
[ 0.49633596  0.50366404]
[ 0.49633702  0.50366298]
[ 0.49633966  0.50366034]
[ 0.49634031  0.50365969]
[ 0.49634841  0.50365159]
[ 0.49634866  0.50365134]
[ 0.49637263  0.50362737]
[ 0.49637428  0.50362572]
[ 0.49637619  0.50362381]
[ 0.49638618  0.50361382]
[ 0.49640079  0.50359921]
[ 0.49640983  0.50359017]
[ 0.49641065  0.50358935]
[ 0.4964118  0.5035882]
[ 0.49641181  0.50358819]
[ 0.49641292  0.50358708]
[ 0.4964141  0.5035859]
[ 0.49641702  0.50358298]
[ 0.49641739  0.50358261]
[ 0.49642452  0.50357548]
[ 0.49642515  0.50357485]
[ 0.4964342  0.5035658]
[ 0.49643444  0.50356556]
[ 0.49643513  0.50356487]
[ 0.49643518  0.50356482]
[ 0.4964412  0.5035588]
[ 0.4964413  0.5035587]
[ 0.49644345  0.50355655]
[ 0.49644411  0.50355589]
[ 0.49645127  0.50354873]
[ 0.49645146  0.50354854]
[ 0.49645488  0.50354512]
[ 0.49645801  0.50354199]
[ 0.49645872  0.50354128]
[ 0.49646245  0.50353755]
[ 0.49646638  0.50353362]
[ 0.49646677  0.50353323]
[ 0.49647018  0.50352982]
[ 0.49647746  0.50352254]
[ 0.49647826  0.50352174]
[ 0.49647993  0.50352007]
[ 0.49648018  0.50351982]
[ 0.49648166  0.50351834]
[ 0.49648656  0.50351344]
[ 0.49648964  0.50351036]
[ 0.49650022  0.50349978]
[ 0.49650046  0.50349954]
[ 0.49650297  0.50349703]
[ 0.49650312  0.50349688]
[ 0.49650653  0.50349347]
[ 0.49650931  0.50349069]
[ 0.49651333  0.50348667]
[ 0.49651898  0.50348102]
[ 0.496523  0.503477]
[ 0.49653073  0.50346927]
[ 0.4965313  0.5034687]
[ 0.49653829  0.50346171]
[ 0.49654004  0.50345996]
[ 0.49654313  0.50345687]
[ 0.4965443  0.5034557]
[ 0.49654861  0.50345139]
[ 0.49655755  0.50344245]
[ 0.49656542  0.50343458]
[ 0.49656618  0.50343382]
[ 0.49656738  0.50343262]
[ 0.4965681  0.5034319]
[ 0.49656861  0.50343139]
[ 0.49657067  0.50342933]
[ 0.49658205  0.50341795]
[ 0.49658284  0.50341716]
[ 0.49658349  0.50341651]
[ 0.49659086  0.50340914]
[ 0.49659834  0.50340166]
[ 0.49660572  0.50339428]
[ 0.49660733  0.50339267]
[ 0.49661074  0.50338926]
[ 0.4966114  0.5033886]
[ 0.49661191  0.50338809]
[ 0.49661331  0.50338669]
[ 0.49661568  0.50338432]
[ 0.49662806  0.50337194]
[ 0.49662904  0.50337096]
[ 0.49663059  0.50336941]
[ 0.49663473  0.50336527]
[ 0.49663598  0.50336402]
[ 0.4966403  0.5033597]
[ 0.4966429  0.5033571]
[ 0.49664986  0.50335014]
[ 0.49665277  0.50334723]
[ 0.49665549  0.50334451]
[ 0.49665612  0.50334388]
[ 0.49665666  0.50334334]
[ 0.49665961  0.50334039]
[ 0.49666158  0.50333842]
[ 0.49666192  0.50333808]
[ 0.49666863  0.50333137]
[ 0.49667175  0.50332825]
[ 0.49667276  0.50332724]
[ 0.49667305  0.50332695]
[ 0.49668277  0.50331723]
[ 0.49669258  0.50330742]
[ 0.49670388  0.50329612]
[ 0.49670463  0.50329537]
[ 0.49670528  0.50329472]
[ 0.49670615  0.50329385]
[ 0.4967186  0.5032814]
[ 0.4967215  0.5032785]
[ 0.49672665  0.50327335]
[ 0.49672828  0.50327172]
[ 0.49674153  0.50325847]
[ 0.49674523  0.50325477]
[ 0.49675252  0.50324748]
[ 0.49675717  0.50324283]
[ 0.49675807  0.50324193]
[ 0.49676614  0.50323386]
[ 0.49676824  0.50323176]
[ 0.49677099  0.50322901]
[ 0.49677444  0.50322556]
[ 0.49677671  0.50322329]
[ 0.49677738  0.50322262]
[ 0.49678304  0.50321696]
[ 0.49678531  0.50321469]
[ 0.49679293  0.50320707]
[ 0.49679882  0.50320118]
[ 0.49680356  0.50319644]
[ 0.49681037  0.50318963]
[ 0.49681291  0.50318709]
[ 0.49683098  0.50316902]
[ 0.49683114  0.50316886]
[ 0.49683168  0.50316832]
[ 0.49683383  0.50316617]
[ 0.49683519  0.50316481]
[ 0.4968425  0.5031575]
[ 0.49684362  0.50315638]
[ 0.49685086  0.50314914]
[ 0.49685389  0.50314611]
[ 0.49685653  0.50314347]
[ 0.49685659  0.50314341]
[ 0.49686038  0.50313962]
[ 0.49686096  0.50313904]
[ 0.49686176  0.50313824]
[ 0.49686432  0.50313568]
[ 0.49686816  0.50313184]
[ 0.49686944  0.50313056]
[ 0.49687858  0.50312142]
[ 0.49688015  0.50311985]
[ 0.49688202  0.50311798]
[ 0.49688896  0.50311104]
[ 0.49689431  0.50310569]
[ 0.49689585  0.50310415]
[ 0.49690196  0.50309804]
[ 0.49691013  0.50308987]
[ 0.49691106  0.50308894]
[ 0.49691456  0.50308544]
[ 0.49691575  0.50308425]
[ 0.49691658  0.50308342]
[ 0.49691755  0.50308245]
[ 0.49691922  0.50308078]
[ 0.49692327  0.50307673]
[ 0.49692472  0.50307528]
[ 0.49692605  0.50307395]
[ 0.49693209  0.50306791]
[ 0.49693814  0.50306186]
[ 0.49693839  0.50306161]
[ 0.49693905  0.50306095]
[ 0.4969439  0.5030561]
[ 0.49694624  0.50305376]
[ 0.49694759  0.50305241]
[ 0.49696167  0.50303833]
[ 0.49696537  0.50303463]
[ 0.49697681  0.50302319]
[ 0.49697755  0.50302245]
[ 0.49698155  0.50301845]
[ 0.49698505  0.50301495]
[ 0.49699155  0.50300845]
[ 0.49699506  0.50300494]
[ 0.49700344  0.50299656]
[ 0.49701106  0.50298894]
[ 0.49701162  0.50298838]
[ 0.49701315  0.50298685]
[ 0.49701891  0.50298109]
[ 0.4970232  0.5029768]
[ 0.49702411  0.50297589]
[ 0.4970256  0.5029744]
[ 0.49702567  0.50297433]
[ 0.49703047  0.50296953]
[ 0.49703088  0.50296912]
[ 0.49703815  0.50296185]
[ 0.49703955  0.50296045]
[ 0.49704097  0.50295903]
[ 0.4970444  0.5029556]
[ 0.49705156  0.50294844]
[ 0.49705927  0.50294073]
[ 0.49706668  0.50293332]
[ 0.49706687  0.50293313]
[ 0.49707207  0.50292793]
[ 0.49707603  0.50292397]
[ 0.49707682  0.50292318]
[ 0.49707969  0.50292031]
[ 0.4970876  0.5029124]
[ 0.49710911  0.50289089]
[ 0.4971116  0.5028884]
[ 0.4971205  0.5028795]
[ 0.49712624  0.50287376]
[ 0.49712761  0.50287239]
[ 0.49713577  0.50286423]
[ 0.49713712  0.50286288]
[ 0.49713735  0.50286265]
[ 0.49714233  0.50285767]
[ 0.49714266  0.50285734]
[ 0.49714312  0.50285688]
[ 0.49715298  0.50284702]
[ 0.49716827  0.50283173]
[ 0.4971742  0.5028258]
[ 0.49717707  0.50282293]
[ 0.49718129  0.50281871]
[ 0.49718521  0.50281479]
[ 0.49718581  0.50281419]
[ 0.49718814  0.50281186]
[ 0.49719416  0.50280584]
[ 0.49720029  0.50279971]
[ 0.49720188  0.50279812]
[ 0.49720252  0.50279748]
[ 0.49720305  0.50279695]
[ 0.49720572  0.50279428]
[ 0.49721205  0.50278795]
[ 0.49721823  0.50278177]
[ 0.49721916  0.50278084]
[ 0.49722381  0.50277619]
[ 0.49722456  0.50277544]
[ 0.49722586  0.50277414]
[ 0.49722607  0.50277393]
[ 0.49722763  0.50277237]
[ 0.49722996  0.50277004]
[ 0.49723052  0.50276948]
[ 0.49723053  0.50276947]
[ 0.49723059  0.50276941]
[ 0.49724347  0.50275653]
[ 0.49724484  0.50275516]
[ 0.49724966  0.50275034]
[ 0.49724983  0.50275017]
[ 0.49726001  0.50273999]
[ 0.49726245  0.50273755]
[ 0.4972631  0.5027369]
[ 0.49726577  0.50273423]
[ 0.4972701  0.5027299]
[ 0.49727667  0.50272333]
[ 0.49728397  0.50271603]
[ 0.49729202  0.50270798]
[ 0.49730307  0.50269693]
[ 0.4973221  0.5026779]
[ 0.49732603  0.50267397]
[ 0.49733435  0.50266565]
[ 0.49733844  0.50266156]
[ 0.49734364  0.50265636]
[ 0.49734653  0.50265347]
[ 0.49734928  0.50265072]
[ 0.49735738  0.50264262]
[ 0.49735917  0.50264083]
[ 0.49736149  0.50263851]
[ 0.49736377  0.50263623]
[ 0.49736432  0.50263568]
[ 0.49736705  0.50263295]
[ 0.49737253  0.50262747]
[ 0.49737358  0.50262642]
[ 0.49737903  0.50262097]
[ 0.49737904  0.50262096]
[ 0.49737926  0.50262074]
[ 0.49738112  0.50261888]
[ 0.49738583  0.50261417]
[ 0.49739373  0.50260627]
[ 0.49739919  0.50260081]
[ 0.49740567  0.50259433]
[ 0.49740616  0.50259384]
[ 0.49740675  0.50259325]
[ 0.49741012  0.50258988]
[ 0.49741149  0.50258851]
[ 0.49741171  0.50258829]
[ 0.49741276  0.50258724]
[ 0.49741512  0.50258488]
[ 0.49741836  0.50258164]
[ 0.49742194  0.50257806]
[ 0.49742583  0.50257417]
[ 0.49742793  0.50257207]
[ 0.49742961  0.50257039]
[ 0.49742985  0.50257015]
[ 0.49743139  0.50256861]
[ 0.49743228  0.50256772]
[ 0.49743345  0.50256655]
[ 0.4974423  0.5025577]
[ 0.49745193  0.50254807]
[ 0.49745607  0.50254393]
[ 0.49746402  0.50253598]
[ 0.49746749  0.50253251]
[ 0.49747112  0.50252888]
[ 0.49747257  0.50252743]
[ 0.49748723  0.50251277]
[ 0.49749409  0.50250591]
[ 0.49749448  0.50250552]
[ 0.49749499  0.50250501]
[ 0.49749801  0.50250199]
[ 0.49750638  0.50249362]
[ 0.49751482  0.50248518]
[ 0.49751896  0.50248104]
[ 0.49752228  0.50247772]
[ 0.49752646  0.50247354]
[ 0.49753376  0.50246624]
[ 0.49753435  0.50246565]
[ 0.49753569  0.50246431]
[ 0.49753587  0.50246413]
[ 0.49753666  0.50246334]
[ 0.49754138  0.50245862]
[ 0.49754183  0.50245817]
[ 0.49754544  0.50245456]
[ 0.49754647  0.50245353]
[ 0.4975573  0.5024427]
[ 0.49755876  0.50244124]
[ 0.49756148  0.50243852]
[ 0.49756201  0.50243799]
[ 0.49756212  0.50243788]
[ 0.49756901  0.50243099]
[ 0.49757179  0.50242821]
[ 0.49757711  0.50242289]
[ 0.4975957  0.5024043]
[ 0.49759577  0.50240423]
[ 0.4976044  0.5023956]
[ 0.497608  0.502392]
[ 0.49761354  0.50238646]
[ 0.49761589  0.50238411]
[ 0.4976172  0.5023828]
[ 0.49762023  0.50237977]
[ 0.49762715  0.50237285]
[ 0.49763743  0.50236257]
[ 0.49763831  0.50236169]
[ 0.4976426  0.5023574]
[ 0.49764301  0.50235699]
[ 0.49764372  0.50235628]
[ 0.49764586  0.50235414]
[ 0.49764705  0.50235295]
[ 0.49765255  0.50234745]
[ 0.49765507  0.50234493]
[ 0.49767326  0.50232674]
[ 0.49767597  0.50232403]
[ 0.49768305  0.50231695]
[ 0.49768399  0.50231601]
[ 0.49768441  0.50231559]
[ 0.49768512  0.50231488]
[ 0.49768726  0.50231274]
[ 0.49769252  0.50230748]
[ 0.4976929  0.5023071]
[ 0.49769625  0.50230375]
[ 0.4977009  0.5022991]
[ 0.49770829  0.50229171]
[ 0.49772069  0.50227931]
[ 0.4977253  0.5022747]
[ 0.49773498  0.50226502]
[ 0.49773634  0.50226366]
[ 0.49773754  0.50226246]
[ 0.4977383  0.5022617]
[ 0.49774496  0.50225504]
[ 0.49774579  0.50225421]
[ 0.49774586  0.50225414]
[ 0.49774662  0.50225338]
[ 0.49775265  0.50224735]
[ 0.49775439  0.50224561]
[ 0.49775468  0.50224532]
